unique_id,name,firstname,title,namesuffix,fblink1,fblink2,twlink,isListed,list_place,isDC,constituency,constituency_str,state,renewed_candidacy,party,sex,age,residence,birthplace,profession,author_id
2079,Storch,Beatrix,NA,von,https://www.facebook.com/BeatrixVonStorch,https://www.facebook.com/BeatrixO,https://twitter.com/Beatrix_vStorch,1,1,1,75,Berlin-Mitte,11,0,7,0,1971,Berlin,Lübeck,MdEP / Anwältin,805308596
2081,Frömming,Götz,Dr.,NA,https://www.facebook.com/goetzfroemming,www.facebook.com/gotz.fromming,https://twitter.com/gtzfrmming,1,3,0,NA,NA,11,0,7,1,1968,Berlin,Eutin,Studiendirektor,809895794
2083,Fest,Nicolaus,Dr.,NA,https://www.facebook.com/festnicolaus/,NA,https://twitter.com/Nicolaus_Fest,1,5,1,80,Berlin-Charlottenburg-Wilmersdorf,11,0,7,1,1962,Berlin,Hamburg,Publizist,773419555729379329
2086,Radtke,Marius,Dr.,NA,NA,NA,https://twitter.com/Marius_Radtke,1,8,1,86,Berlin-Lichtenberg,11,0,7,1,1952,Berlin,Berlin,Zahnarzt,827520423264911361
2087,Laatsch,Harald,NA,NA,https://www.facebook.com/haraldlaatsch/,https://www.facebook.com/profile.php?id=100011465472652,https://twitter.com/haraldlaatsch,1,9,0,NA,NA,11,0,7,1,1956,Berlin,Hagen,Unternehmensberater,735201486913835010
2089,Pazderski,Georg,NA,NA,https://www.facebook.com/Pazderski.Georg/,NA,https://twitter.com/georg_pazderski,0,NA,1,76,Berlin-Pankow,11,0,7,1,1951,Berlin,Pirmasens,Oberst a. D.,716634913487847425
2095,Hansel,Frank-Christian,NA,NA,https://www.facebook.com/fchansel/,https://www.facebook.com/fhansel1,https://twitter.com/FrankHansel,0,NA,1,82,Berlin-Neukölln,11,0,7,1,1964,Berlin,Wiesbaden,Dipl.-Politologe,3346541451
2099,Koeppen,Jens,NA,NA,https://www.facebook.com/jens.koeppen,NA,https://twitter.com/jenskoeppen,1,2,1,57,Uckermark – Barnim I,12,1,1,1,1962,Berkholz-Meyenburg,Zeitz,MdB,146376562
2100,Tiemann,Dietlind,Dr.,NA,https://www.facebook.com/dietlind.tiemann,https://www.facebook.com/DrDietlindTiemann/,https://twitter.com/dr_tiemann,1,3,1,60,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,12,0,1,0,1955,Brandenburg an der Havel,Genthin,Oberbürgermeisterin,4818645382
2101,Schimke,Jana,NA,NA,https://www.facebook.com/janaschimke.Bundestagsabgeordnete,NA,https://twitter.com/janaschimke,1,4,1,62,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,12,1,1,0,1979,Rangsdorf,Cottbus,Dipl.-Politologin / Politikwissenschaftlerin,728990858
2104,Steineke,Sebastian,NA,NA,https://www.facebook.com/sebastiansteineke.Bundestagsabgeordneter/,https://www.facebook.com/sebastian.steineke,https://twitter.com/steinekecdu,1,7,1,56,Prignitz – Ostprignitz-Ruppin – Havelland I,12,1,1,1,1973,Neuruppin,Hamburg,Rechtsanwalt,277006619
2110,Brüning,Julian,NA,NA,https://www.facebook.com/julian.bruning.7,https://www.facebook.com/julian.bruening94/,https://twitter.com/julian_bruening,1,13,0,NA,NA,12,0,1,1,1994,Drebkau,Forst (Lausitz),Student,935109074
2112,Freese,Ulrich Ronald,NA,NA,https://www.facebook.com/ulifreese/,NA,https://twitter.com/UliFreese,1,2,1,64,Cottbus – Spree-Neiße,12,1,2,1,1951,Spremberg,Drevenack,MdB,2317202160
2113,Schüle,Manja,Dr.,NA,https://www.facebook.com/manjaschuele,https://www.facebook.com/manja.orlowski,https://twitter.com/ManjaSchuele,1,3,1,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,12,0,2,0,1976,Potsdam,Frankfurt (Oder),Angestellte,827090742162100224
2114,Zierke,Stefan,NA,NA,https://www.facebook.com/ZierkeSPD,https://www.facebook.com/Stefan.ausPrenzlau,https://twitter.com/zierke,1,4,1,57,Uckermark – Barnim I,12,1,2,1,1970,Prenzlau,Prenzlau,Werkzeugmacher / Touristikfachwirt,64220313
2117,Wallstein,Maja Scarlett,NA,NA,NA,NA,https://twitter.com/krawallstein,1,7,0,NA,NA,12,0,2,0,1986,Potsdam,Cottbus,wiss. Mitarbeiterin,2423392771
2120,Ruebsam,Stephen Ulrich,NA,NA,https://www.facebook.com/ruebsamstephen,NA,https://twitter.com/stephenruebsam,1,10,1,59,Märkisch-Oderland – Barnim II,12,0,2,1,1970,Rüdersdorf bei Berlin,Berlin,Geschäftsführer,102057618
2123,Maier,Katharina,NA,NA,NA,NA,https://twitter.com/kathi_maier,1,13,0,NA,NA,12,0,2,0,1984,Großräschen,Kasanzewo,Sachbearbeiterin Sport und Kultur,871806066
2124,Berger,Franz Herbert,Dr.,NA,https://www.facebook.com/SPDBerger,https://www.facebook.com/fhb61,https://twitter.com/SPDBerger,1,14,1,63,Frankfurt (Oder) – Oder-Spree,12,0,2,1,1961,Beeskow,"Graz, Österreich",Dipl.-Meteorologe,819663451584954369
2132,Wendland,Lars,NA,NA,https://www.facebook.com/LarsWendland/,NA,https://twitter.com/larswendland,1,22,0,NA,NA,12,0,2,1,1973,Brieskow-Finkenheerd,Bünde,Bundespolizist,219725663
2137,Krause,Kathleen,NA,NA,https://www.facebook.com/kathleen.krause.10,www.facebook.com/kathleen.krause.5,https://twitter.com/krause_golm_rie,1,27,0,NA,NA,12,0,2,0,1971,Potsdam,Greifswald,Angestellte,34281335
2138,Schlüter,Andreas,NA,NA,https://www.facebook.com/andreas.schlueter/,https://www.facebook.com/andreas.l.schlueter,https://twitter.com/alschluter,1,28,0,NA,NA,12,0,2,1,1985,Potsdam,Potsdam,Dipl.-Verwaltungswissenschaftler,379199592
2143,Teuteberg,Linda,NA,NA,https://www.facebook.com/linda.teuteberg,https://www.facebook.com/Linda-Teuteberg-416574435099101/,https://twitter.com/lindateuteberg,1,1,1,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,12,0,6,0,1981,Potsdam,Königs Wusterhausen,Rechtsanwältin / Referentin im BMBF,170964436
2153,Baerbock,Annalena,NA,NA,https://www.facebook.com/abaerbock/,https://www.facebook.com/annalena.baerbock,https://twitter.com/ABaerbock,1,1,1,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,12,1,4,0,1980,Potsdam,Hannover,Völkerrechtlerin,2179010672
2154,Kalinka,Gerhard,NA,NA,https://www.facebook.com/gerhard.kalinka,https://www.facebook.com/Gerhard-Kalinka-1170847619690117/,https://twitter.com/gkalinka,1,2,1,62,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,12,0,4,1,1962,Blankenfelde-Mahlow,Berlin,Ingenieur,54539198
2158,Wandrey,Martin,NA,NA,https://www.facebook.com/MartinWandrey/,https://www.facebook.com/wandreyM,https://twitter.com/mart_wand,1,6,1,56,Prignitz – Ostprignitz-Ruppin – Havelland I,12,0,4,1,1993,Friesack,Nauen,Student,256162339
2161,Rostock,Clemens,NA,NA,https://www.facebook.com/clemens.rostock,NA,https://twitter.com/Clemens_Rostock,0,NA,1,63,Frankfurt (Oder) – Oder-Spree,12,0,4,1,1984,Hennigsdorf,Eisenhüttenstadt,Volkswirt / Regionalwissenschaftler,23836866
2162,Renner,Wolfgang Jürgen,NA,NA,https://www.facebook.com/wolfgang.renner.37,NA,https://twitter.com/Lausitz_Renner,0,NA,1,64,Cottbus – Spree-Neiße,12,0,4,1,1958,Byhleguhre-Byhlen,München,Dipl.-Biologe / Naturparkleiter,888990464
2164,Tackmann,Kirsten,Dr.,NA,https://www.facebook.com/kirsten.tackmann,NA,https://twitter.com/kirstentackmann,1,1,1,56,Prignitz – Ostprignitz-Ruppin – Havelland I,12,1,3,0,1960,Wusterhausen/Dosse,Schmalkalden,MdB / Tierärztin,1294725486
2165,Nord,Thomas Hans,NA,NA,https://www.facebook.com/thomas.nord.319,NA,https://twitter.com/NordMdb,1,2,1,63,Frankfurt (Oder) – Oder-Spree,12,1,3,1,1957,Frankfurt (Oder),Berlin,MdB / Kulturwissenschaftler,1421571306
2166,Domscheit-Berg,Anke,NA,NA,https://www.facebook.com/AnkeDomscheitBerg,https://www.facebook.com/domscheit,https://twitter.com/anked,1,3,1,60,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,12,0,3,0,1968,Fürstenberg/Havel,Premnitz,Publizistin,16557497
2167,Müller,Norbert,NA,NA,https://www.facebook.com/norbert.mueller.dielinke,https://www.facebook.com/norbert.muller.39,https://twitter.com/norbert_mdb,1,4,1,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,12,1,3,1,1986,Potsdam,Wriezen,MdB / Student,4265444913
2168,Kaufhold,Birgit Doris,NA,NA,https://www.facebook.com/KaufholdBirgit,NA,https://twitter.com/Kaufhold_Birgit,1,5,1,64,Cottbus – Spree-Neiße,12,0,3,0,1961,Spremberg,Altdöbern,Dipl.-Ing. Erkundungsgeologie (FH),878619097851998209
2169,Petzold,Harald Alfred,NA,NA,https://www.facebook.com/harald.petzold.dielinke/,NA,https://twitter.com/hpetzold,1,6,1,58,Oberhavel – Havelland II,12,1,3,1,1962,Falkensee,Seebad Heringsdorf,MdB / Lehrer,377925526
2174,Büttner,Andreas Hermann,NA,Hermann,https://www.facebook.com/andreasbuettnerdielinke,https://www.facebook.com/andreas.buettner.templin,https://twitter.com/BuettnerAndreas,0,NA,1,57,Uckermark – Barnim I,12,0,3,1,1973,Templin,Kassel,Polizeibeamter,867834583
2179,Kleinwächter,Norbert,NA,NA,https://www.facebook.com/norbert.kleinwachter,NA,https://twitter.com/NKleinwaechter,1,5,0,NA,NA,12,0,7,1,1986,Schulzendorf,Augsburg,Lehrer,865920519668989955
2180,Ertel,Dietmar,NA,NA,https://www.facebook.com/Ertel.WK62/,NA,https://twitter.com/ErtelDietmar,1,6,1,62,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,12,0,7,1,1969,Trebbin,Berlin-Kaulsdorf,pers. Referent,825066509340905472
2181,Galau,Andreas,NA,NA,https://www.facebook.com/andreas.galau.7,NA,https://twitter.com/galau_mdl,1,7,0,NA,NA,12,0,7,1,1967,Hennigsdorf,Berlin,MdL / Beamter / Dipl.-Verwaltungswirt,4839279094
2190,Riedelsdorf,Klaus-Dieter,NA,NA,https://www.facebook.com/beetzsee.segler,www.facebook.com/klausriedelsdorf,https://twitter.com/AfD_Riedelsdorf,0,NA,1,60,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,12,0,7,1,1966,Brandenburg an der Havel,Neustrelitz,Logistiker,865894749655486464
2207,Miraß,Heiko Fred Max,NA,NA,https://www.facebook.com/heiko.mirass.spd/,NA,https://twitter.com/heikomirass,1,4,1,16,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,13,0,2,1,1967,Poseritz,Greifswald,Vorsitzender der Geschäftsführung,3117563891
2212,Wandt,Sandra,NA,NA,https://www.facebook.com/ListenkandidatinPlatz9MV,https://www.facebook.com/sandra.wandt.5,https://twitter.com/wandt_sandra,1,9,0,NA,NA,13,0,2,0,1976,Rostock,Schwerin,Projektmanagerin,744459938299281408
2219,Ötinger,Stev,NA,NA,https://www.facebook.com/stevoetinger/,NA,https://twitter.com/stevoetinger,1,5,1,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,13,0,6,1,1976,Schwerin,Crivitz,selbständig,208478778
2221,Lange,Bernd,NA,NA,https://www.facebook.com/bernd.lange.europa/,https://www.facebook.com/bernd.lange.5209,https://twitter.com/berndlange,1,7,0,NA,NA,13,0,6,1,1957,Neu Kosenow,Kiel,Jurist / Ordnungsamtsleiter,17576181
2223,Müller,Claudia,NA,NA,https://www.facebook.com/gruenclaudia,NA,https://twitter.com/gruenclaudia,1,1,1,15,Vorpommern-Rügen – Vorpommern-Greifswald I,13,0,4,0,1981,Stralsund,Rostock,Betriebswirtin,937403112
2225,Schulz,Claudia,NA,NA,https://www.facebook.com/claudia.schulz.372,NA,https://twitter.com/claudiaschulzmv,1,3,1,13,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,13,0,4,0,1977,Rostock,Dessau,Dipl.-Agraringenieurin,815293329390895104
2231,Bartsch,Dietmar Gerhard,Dr.,NA,https://www.facebook.com/DietmarBartschMdB/,https://www.facebook.com/dietmar.bartsch.7,https://twitter.com/DietmarBartsch,1,1,1,14,Rostock – Landkreis Rostock II,13,1,3,1,1958,Prerow,Stralsund,MdB,2320519958
2238,Holm,Leif-Erik,NA,NA,https://www.facebook.com/leiferik.holm,https://www.facebook.com/leiferikholm2/,https://twitter.com/leif_erik_holm,1,1,1,15,Vorpommern-Rügen – Vorpommern-Greifswald I,13,0,7,1,1970,Schwerin,Schwerin,Ökonom (M. Sc.) / Journalist,739531034761498624
2239,Komning,Enrico,NA,NA,https://www.facebook.com/komning,https://www.facebook.com/Enrico.Komning/,https://twitter.com/enricokomning,1,2,1,16,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,13,0,7,1,1968,Neubrandenburg,Stralsund,Rechtsanwalt,781747720897892352
2249,Magwas,Yvonne,NA,NA,https://www.facebook.com/yvonne.magwas,NA,https://twitter.com/YvonneMagwas,1,4,1,166,Vogtlandkreis,14,1,1,0,1979,Auerbach/Vogtl.,Rodewisch,MdB,3852561082
2251,Feist,Thomas,Dr.,NA,https://www.facebook.com/drthomasfeistmdb,https://www.facebook.com/profile.php?id=100007459696656,https://twitter.com/drthomasfeist,1,6,1,153,Leipzig II,14,1,1,1,1965,Leipzig,Leipzig,MdB,47990090
2254,Heinrich,Frank,NA,NA,https://www.facebook.com/frankheinrichchemnitz/,NA,https://twitter.com/frankheinrich,1,9,1,162,Chemnitz,14,1,1,1,1964,Chemnitz,Siegen,Theologe,43959185
2256,Wendt,Marian,NA,NA,https://www.facebook.com/marian.wendt/,NA,https://twitter.com/MdbWendt,1,11,1,151,Nordsachsen,14,1,1,1,1985,Torgau,Torgau,MdB,2430137675
2269,Wanderwitz,Marco,NA,NA,NA,NA,https://twitter.com/wanderwitz,0,NA,1,163,Chemnitzer Umland – Erzgebirgskreis II,14,1,1,1,1975,Hohenstein-Ernstthal,Karl-Marx-Stadt (jetzt Chemnitz),MdB / Rechtsanwalt,16361044
2270,Krauß,Alexander Gerd,NA,NA,https://www.facebook.com/profile.php?id=1377556145,NA,https://twitter.com/kraussalex,0,NA,1,164,Erzgebirgskreis I,14,0,1,1,1975,Schneeberg,Erlabrunn,MdL / Politikwissenschaftler,4308174262
2271,Kolbe,Daniela,NA,NA,https://www.facebook.com/danikolbe,https://www.facebook.com/DanielaKolbeMdB/,https://twitter.com/danielakolbe,1,1,1,152,Leipzig I,14,1,2,0,1980,Leipzig,Schleiz,MdB / Dipl.-Physikerin,516783036
2274,Müller,Detlef,NA,NA,https://www.facebook.com/detlef.mueller,https://www.facebook.com/detlefmuellerchemnitz/,https://twitter.com/muellerchemnitz,1,4,1,162,Chemnitz,14,1,2,1,1964,Chemnitz,Karl-Marx-Stadt (jetzt Chemnitz),Lokomotivführer,784760007275515904
2276,Kaniewski,Richard,NA,NA,https://www.facebook.com/kaniewski,NA,https://twitter.com/kaniewski_dd,1,6,1,160,Dresden II – Bautzen II,14,0,2,1,1985,Dresden,Dresden,Angestellter,178331365
2278,Katzek,Jens Axel,Dr.,NA,https://www.facebook.com/jens.katzek,https://www.facebook.com/jenskatzekSPD/,https://twitter.com/jenskatzek,1,8,1,153,Leipzig II,14,0,2,1,1963,Leipzig,Mülheim an der Ruhr,Geschäftsführer,760735095519084545
2279,Kleinke,Rüdiger Bernd Alfred,NA,NA,https://www.facebook.com/ruediger.kleinke,https://www.facebook.com/profile.php?id=100014376210975,https://twitter.com/KleinkeRuediger,1,9,1,151,Nordsachsen,14,0,2,1,1969,Delitzsch,Wurzen,Geschäftsführer,797838406931927040
2284,Bergforth,Markus Heinz-Josef,NA,NA,https://www.facebook.com/markus.bergforth,NA,https://twitter.com/markusbergforth,1,14,1,154,Leipzig-Land,14,0,2,1,1966,Brandis,Herten,Dipl.-Betriebswirt (FH),163790440
2285,Holtschke,Eric Axel,NA,NA,https://www.facebook.com/eric.holtschke,https://www.facebook.com/EHoltschke/,https://twitter.com/eric_holtschke,1,15,1,166,Vogtlandkreis,14,0,2,1,1987,Plauen,Plauen,Politologe,823914918948851712
2287,Herbst,Torsten,NA,NA,https://www.facebook.com/torsten.herbst,https://www.facebook.com/profile.php?id=1530355152,https://twitter.com/torstenherbst,1,1,1,156,Bautzen I,14,0,6,1,1973,Dresden,Dresden,Dipl.-Kaufmann (FH),17561226
2290,Hartewig,Philipp,NA,NA,https://www.facebook.com/philipphartewig/,NA,https://twitter.com/philipphartewig,1,4,1,161,Mittelsachsen,14,0,6,1,1994,Lichtenau,Chemnitz,Student,817772024697389059
2296,Viefeld,Marcus,NA,NA,https://www.facebook.com/marcus.viefeld,https://www.facebook.com/marcus.viefeld.de,https://twitter.com/marcusviefeld,1,10,1,152,Leipzig I,14,0,6,1,1975,Leipzig,Berlin,freiberufl. Webentwickler,16337346
2300,Waitz,Christoph Werner Johannes,NA,NA,https://www.facebook.com/christoph.waitz.1,NA,https://twitter.com/WaitzChristoph,0,NA,1,151,Nordsachsen,14,0,6,1,1960,Markkleeberg,Heidelberg,Geschäftsführer,4924065725
2303,Lazar,Monika,NA,NA,https://www.facebook.com/monikalazar.2017/,NA,https://twitter.com/MonikaLazar,1,1,1,153,Leipzig II,14,1,4,0,1967,Leipzig,Leipzig,MdB,60630139
2304,Kühn,Stephan,NA,NA,https://www.facebook.com/stephan.kuehn.dresden,https://www.facebook.com/stephankuehn.bundestag/,https://twitter.com/stephankuehn,1,2,1,160,Dresden II – Bautzen II,14,1,4,1,1979,Dresden,Dresden,MdB / Dipl.-Soziologe,104100946
2305,Roden,Meike,NA,NA,https://www.facebook.com/profile.php?id=100008153228204,https://www.facebook.com/meikeroden/,https://twitter.com/meikeroden,1,3,1,162,Chemnitz,14,0,4,0,1991,Chemnitz,Herdecke,Masterstudentin Psychologie,2282224748
2310,Wagner,Matthias,Dr.,NA,https://www.facebook.com/mathias.wagner.946,NA,https://twitter.com/mathiaswagner,1,8,1,161,Mittelsachsen,14,0,4,1,1969,Freiberg,Bad Kissingen,Abteilungsleiter,19509745
2315,Lippold,Gerd,Dr.,NA,https://www.facebook.com/profile.php?id=100008324261106,NA,https://twitter.com/gerdlippold,0,NA,1,154,Leipzig-Land,14,0,4,1,1961,Leipzig,Leipzig,Dipl.-Physiker,67602664
2317,Bitzka,Jens,NA,NA,https://www.facebook.com/jensbitzka/,NA,https://twitter.com/JensBitzka,0,NA,1,156,Bautzen I,14,0,4,1,1971,Lauta,Hoyerswerda,Büroleiter,310705970
2321,Walter,Sebastian Rudolf,NA,NA,https://www.facebook.com/sebastian.walter.1420,NA,https://twitter.com/SebastianWaIter,0,NA,1,164,Erzgebirgskreis I,14,0,4,1,1989,Niederwiesa,Karl-Marx-Stadt (jetzt Chemnitz),Verkehrswissenschaftler / wiss. Mitarbeiter,591671888
2322,Kipping,Katja,NA,NA,https://www.facebook.com/KatjaKipping,NA,https://twitter.com/katjakipping,1,1,1,159,Dresden I,14,1,3,0,1978,Dresden,Dresden,MdB / Literaturwissenschaftlerin,28066013
2324,Lay,Caren Nicole,NA,NA,https://www.facebook.com/caren.lay,NA,https://twitter.com/CarenLay,1,3,1,156,Bautzen I,14,1,3,0,1972,Bautzen,Neuwied,Soziologin,21404382
2327,Troost,Axel,Dr.,NA,https://www.facebook.com/axel.troost/,NA,https://twitter.com/axeltroost,1,6,1,154,Leipzig-Land,14,1,3,1,1954,Leipzig,Hagen,MdB / Geschäftsführer,73990900
2328,Karawanskij,Susanna,NA,NA,https://www.facebook.com/karawanskij,NA,https://twitter.com/suzakarawanskij,1,7,1,151,Nordsachsen,14,1,3,0,1980,Leipzig,Leipzig,MdB / Politikwissenschaftlerin,892779458
2329,Loos,Tilman,NA,NA,https://www.facebook.com/tilman.loos,NA,https://twitter.com/me_til,1,8,0,NA,NA,14,0,3,1,1988,Leipzig,Leipzig,Student,21953823
2330,Riekewald,Franziska,NA,NA,https://www.facebook.com/franzi.godau,NA,https://twitter.com/franziriekewald,1,9,1,152,Leipzig I,14,0,3,0,1980,Leipzig,Halle,Betriebswirtin (VWA),4785534329
2331,Hellmann,Tilo,NA,NA,https://www.facebook.com/tilo.hellmann,NA,https://twitter.com/HellmannTilo,1,10,1,155,Meißen,14,0,3,1,1983,Meißen,Dresden,M. A.,877457714909249536
2333,Schwarz,Maik,NA,NA,https://www.facebook.com/MaikSchwarz.Vogtland/,NA,https://twitter.com/MaikSchwarz166,1,12,1,166,Vogtlandkreis,14,0,3,1,1986,Plauen,Reichenbach im Vogtland,Verwaltungsfachangestellter,825427917043806210
2335,Legath,Lars,NA,NA,https://www.facebook.com/lars.legath1,NA,https://twitter.com/LarsLegath,1,14,0,NA,NA,14,0,3,1,1989,Plauen,Plauen,Bürokaufmann,615328007
2338,Kießling,Tilo,NA,NA,https://www.facebook.com/Tilo-Kießling-181350131901298/,https://www.facebook.com/tilo.kieszling,https://twitter.com/kieszling,0,NA,1,160,Dresden II – Bautzen II,14,0,3,1,1970,Dresden,Dresden,Geschäftsführer,1280485458
2340,Ahrens,Thorsten,NA,NA,https://www.facebook.com/ahrens.goerlitz/,NA,https://twitter.com/thorstenahrens,0,NA,1,157,Görlitz,14,0,3,1,1968,Görlitz,Bremervörde,Dipl.-Sozialpädagoge (FH),52691437
2341,Pellmann,Sören,NA,NA,https://www.facebook.com/Linkepelli/,https://www.facebook.com/soeren.pellmann,https://twitter.com/linkepelli,0,NA,1,153,Leipzig II,14,0,3,1,1977,Leipzig,Leipzig,Grund- und Förderschullehrer,74837812
2343,Wunderlich,Jörn Heinz Adolf,NA,NA,https://www.facebook.com/jorn.wunderlich.3,https://www.facebook.com/MdBWunderlich/,https://twitter.com/jwunderlichbt,0,NA,1,163,Chemnitzer Umland – Erzgebirgskreis II,14,1,3,1,1960,Limbach-Oberfrohna,Gladbeck,MdB / Richter a. D.,3748945281
2344,Petry,Frauke,Dr.,NA,https://www.facebook.com/Dr.Frauke.Petry/,https://www.facebook.com/frauke.petry.1,https://twitter.com/fraukepetry,1,1,1,158,Sächsische Schweiz-Osterzgebirge,14,0,7,0,1975,Leipzig,Dresden,Chemikerin,1273010575
2357,Köhler,Nico,NA,NA,https://www.facebook.com/nico.koehler.chemnitz/,NA,https://twitter.com/nicokoehler_c,1,14,1,162,Chemnitz,14,0,7,1,1976,Chemnitz,Karl-Marx-Stadt (jetzt Chemnitz),selbständig,4120389699
2361,Przybylla,Benjamin Joseph,NA,NA,https://www.facebook.com/BenjaminJ.Przybylla/,https://www.facebook.com/profile.php?id=100009199820664,https://twitter.com/bjprzybylla,1,18,0,NA,NA,14,0,7,1,1980,Fraureuth,Bückeburg,Gärtner,834819245871681536
2363,Nahlob,Ralf,NA,NA,https://www.facebook.com/ralf.nahlob,NA,https://twitter.com/ralfnahlob,1,20,0,NA,NA,14,0,7,1,1981,Leipzig,Halle (Saale),Fachwirt für Finanzberatung (IHK),767407964240175104
2368,Brehmer,Heike,NA,NA,https://www.facebook.com/heike.brehmer.14,NA,https://twitter.com/HeikeBrehmerMdB,1,1,1,68,Harz,15,1,1,0,1962,Wernigerode,Staßfurt,MdB / Dipl.-Betriebswirtin (FH),150372237
2370,Sorge,Tino,NA,NA,https://www.facebook.com/sorgetino,https://www.facebook.com/tino.sorge.7,https://twitter.com/TinoSorge,1,3,1,69,Magdeburg,15,1,1,1,1975,Magdeburg,Ilmenau,MdB / Rechtsanwalt,110385973
2373,Müller,Sepp,NA,NA,https://www.facebook.com/SeppMuellerGHC,NA,https://twitter.com/mueller_sepp,1,6,1,70,Dessau – Wittenberg,15,0,1,1,1989,Gräfenhainichen,Lutherstadt Wittenberg,Dipl.-Bankbetriebswirt,801803127762669568
2374,Bernstiel,Christoph,NA,NA,https://www.facebook.com/bernstiel,NA,https://twitter.com/c_bernstiel,1,7,1,72,Halle,15,0,1,1,1984,Halle (Saale),Bernburg,Angestellter,830085678063030273
2375,Schweiger,Torsten,NA,NA,https://www.facebook.com/CDUSchweiger,NA,https://twitter.com/cdu_schweiger,1,8,1,74,Mansfeld,15,0,1,1,1968,Sangerhausen,Gräfenhainichen,Dipl.-Ingenieur,2758602415
2379,Lischka,Burkhard Karl Erich,NA,NA,https://www.facebook.com/LischkaB,https://www.facebook.com/burkhard.lischka,https://twitter.com/LischkaB,1,1,1,69,Magdeburg,15,1,2,1,1965,Magdeburg,Marsberg,MdB / Jurist,36665085
2381,Diaby,Karamba,Dr.,NA,https://www.facebook.com/DrKarambaDiaby,NA,https://twitter.com/KarambaDiaby,1,3,1,72,Halle,15,1,2,1,1961,Halle (Saale),"Marsassoum, Senegal",MdB / Dipl.-Chemiker,316355056
2387,Stader,Stefan Maria,NA,NA,https://www.facebook.com/StefanMariaStader,NA,https://twitter.com/StaderWK70SPD,1,9,1,70,Dessau – Wittenberg,15,0,2,1,1957,Berlin,Rheydt,wiss. Referent,799969211128958977
2389,Sitta,Frank,NA,NA,https://www.facebook.com/franksitta,NA,https://twitter.com/franksitta,1,1,1,72,Halle,15,0,6,1,1978,Halle (Saale),Sangerhausen,Geschäftsführer,28087038
2390,Faber,Marcus,Dr.,NA,https://www.facebook.com/faber.marcus,NA,https://twitter.com/MarcusFaber,1,2,1,66,Altmark,15,0,6,1,1984,Stendal,Stendal,Angestellter,22364234
2391,Silbersack,Andreas,NA,NA,https://www.facebook.com/asilbersack,NA,https://twitter.com/AndreasSilbers1,1,3,1,74,Mansfeld,15,0,6,1,1967,Halle (Saale),Halle (Saale),Rechtsanwalt,804061839285948416
2392,Schnurre,Jörg,NA,NA,https://www.facebook.com/jschnurre,NA,https://twitter.com/pinkYceo,1,4,1,70,Dessau – Wittenberg,15,0,6,1,1979,Dessau-Roßlau,Köthen (Anhalt),Dipl.-Sozialwissenschaftler,910600706
2396,Paqué,Karl-Heinz,Prof. Dr.,NA,https://www.facebook.com/Karl.Heinz.Paque/,NA,https://twitter.com/kh_paque,0,NA,1,69,Magdeburg,15,0,6,1,1956,Magdeburg,Saarbrücken,Universitätsprofessor,727126922904391680
2398,Lemke,Steffi,NA,NA,https://www.facebook.com/steffi.lemke.gruen,NA,https://twitter.com/SteffiLemke,1,1,1,70,Dessau – Wittenberg,15,1,4,0,1968,Dessau-Roßlau,Dessau,MdB,17229513
2401,Borowiak,Matthias,NA,NA,https://www.facebook.com/Borowiak.Matthias,NA,https://twitter.com/gruen_borowiak,1,4,1,69,Magdeburg,15,0,4,1,1984,Magdeburg,Berlin-Friedrichshain,Angestellter,848979982202306564
2403,Schirmer,Max,NA,NA,https://www.facebook.com/SchirMax,NA,https://twitter.com/MaxSchirmer_,1,6,1,67,Börde – Jerichower Land,15,0,4,1,1993,Halle (Saale),Magdeburg,Student,2753196485
2405,Sziborra-Seidlitz,Susan,NA,NA,https://www.facebook.com/SusanSzS/,https://www.facebook.com/susan.sziborraseidlitz,https://twitter.com/SusanSziborra,0,NA,1,68,Harz,15,0,4,0,1977,Quedlinburg,Berlin,Gesundheits- und Krankenpflegerin /Politikerin,3067713112
2408,Sitte,Petra,Dr.,NA,https://www.facebook.com/MdB.Petra.Sitte,NA,https://twitter.com/Petra_Sitte_MdB,1,1,1,72,Halle,15,1,3,0,1960,Halle (Saale),Dresden,Dipl.-Ökonomin,293522998
